room_type,longitude,latitude,minimum_nights,availability_365,log_price
0.0,0.5306278860340115,0.5024234630792819,0.002004008016032064,1.0,4.553876891600541
0.5,0.524669004234454,0.1642267174440093,0.0,0.0,4.204692619390966
0.0,0.6581786131708611,0.55826203076316,0.0,0.8465753424657534,4.174387269895637
0.5,0.4858308903833972,0.6297047331717778,0.002004008016032064,0.0,5.616771097666572
0.0,0.5056044145542273,0.5354369652307298,0.0,0.9178082191780822,4.605170185988092
0.5,0.5485620126075617,0.4436915772293446,0.002004008016032064,0.0958904109589041,4.941642422609304
0.0,0.48795769385526455,0.4176764429496984,0.002004008016032064,0.11232876712328767,4.07753744390572
0.0,0.6838918587496039,0.5935258914882127,0.05410821643286572,0.24383561643835616,4.219507705176107
0.5,0.477936809028364,0.37400464909244135,0.35871743486973945,1.0,4.844187086458591
0.0,0.5993562108409662,0.856892032246904,0.004008016032064127,0.4684931506849315,3.6888794541139363
0.5,0.4992048437470089,0.6618774420099953,0.008016032064128256,0.0,4.382026634673881
0.5,0.6456093962560487,0.47660616252041166,0.03406813627254508,0.3863013698630137,5.135798437050262
0.0,0.6195129428445796,0.3819427271378544,0.0,0.09863013698630137,4.394449154672439
0.0,0.5573757927612064,0.4649834314259067,0.0,0.0,3.8066624897703196
0.5,0.47368320208465775,0.5703546169444564,0.0,0.0,5.3706380281276624
0.5,0.48278438811291835,0.6391018349077626,0.0060120240480961915,0.008219178082191782,5.298317366548036
0.5,0.4980168994654264,0.3782086156585507,0.012024048096192383,0.25753424657534246,5.272999558563747
0.5,0.5337510298710413,0.6154112468470316,0.058116232464929855,0.915068493150685,5.501258210544727
0.0,0.5461094824778172,0.7451159800187952,0.002004008016032064,0.0,4.442651256490317
0.0,0.5368358529248383,0.7176170928334784,0.058116232464929855,0.936986301369863,4.0943445622221
0.5,0.6293997049299662,0.6345763885454261,0.008016032064128256,0.0,4.634728988229636
0.0,0.6321396409342412,0.4642415549730572,0.0,0.863013698630137,4.3694478524670215
0.5,0.7859017838324576,0.8498442059449047,0.012024048096192383,0.4904109589041096,4.007333185232471
0.5,0.4702726523730121,0.5083090162718378,0.0,0.0027397260273972603,4.605170185988092
0.0,0.5009867601693827,0.5254710915475584,0.010020040080160319,0.019178082191780823,4.382026634673881
0.0,0.55624532965453,0.5021267124981534,0.004008016032064127,0.3041095890410959,4.3694478524670215
0.0,0.6333275852158522,0.6492655423116958,0.0,0.08767123287671233,4.605170185988092
0.5,0.46820333007605086,0.6024284089223073,0.002004008016032064,0.0,5.521460917862246
0.0,0.6111398516985673,0.5650625649142,0.004008016032064127,0.0,4.0943445622221
0.0,0.5234810599528714,0.4984173302339485,0.004008016032064127,0.0,4.48863636973214
0.5,0.5577973213772509,0.40869973787032166,0.004008016032064127,0.0,4.343805421853684
0.5,0.5716694449234581,0.735669419852627,0.0,0.4273972602739726,4.74493212836325
0.0,0.6342089632312025,0.4175280676591484,0.058116232464929855,0.684931506849315,3.258096538021482
0.5,0.5511295050870899,0.4314506157574556,0.002004008016032064,0.7479452054794521,5.41610040220442
0.0,0.6774922879423855,0.8506602700430363,0.002004008016032064,0.8904109589041096,3.912023005428146
0.0,0.5508420992125025,0.5089025174340946,0.058116232464929855,0.6301369863013698,4.1588830833596715
0.0,0.6290164970972114,0.6508729412928602,0.010020040080160319,1.0,4.3694478524670215
0.0,0.5282711578624628,0.5132548592907824,0.0,0.021917808219178082,4.74493212836325
0.5,0.6347071334137979,0.4313764281121877,0.058116232464929855,0.9726027397260274,4.442651256490317
0.0,0.4714031154796885,0.5268559275928624,0.0,0.0,4.553876891600541
0.0,0.5441359621390518,0.5121915030417057,0.002004008016032064,0.016438356164383564,4.499809670330265
0.5,0.4883600620796926,0.3929224986398907,0.004008016032064127,0.2767123287671233,6.163314804034641
0.5,0.5471824644095875,0.6622483802364201,0.002004008016032064,0.0,5.3706380281276624
0.5,0.6047402808913489,0.6495375636777396,0.004008016032064127,0.4931506849315069,5.521460917862246
0.5,0.4648311011477233,0.6207527573074998,0.004008016032064127,0.016438356164383564,5.389071729816501
0.0,0.623536625088633,0.4543004105049846,0.0,0.9945205479452055,4.31748811353631
0.0,0.5100113046310639,0.5664721301745885,0.028056112224448898,0.24383561643835616,4.553876891600541
0.0,0.47274434289437295,0.521390771056943,0.018036072144288578,0.3589041095890411,4.2626798770413155
0.5,0.313521488379223,0.3137642811217205,0.002004008016032064,0.7095890410958904,5.0106352940962555
0.0,0.5153187331148956,0.6910331866066599,0.002004008016032064,0.18082191780821918,5.1647859739235145
0.0,0.47142227587133334,0.6319303625302979,0.002004008016032064,0.06301369863013699,4.31748811353631
0.5,0.5145139966660963,0.6021811167713622,0.010020040080160319,0.0,5.991464547107982
0.5,0.5517234772278812,0.6828725456254148,0.0060120240480961915,0.0,4.499809670330265
0.5,0.5124063535858738,0.6876205549235976,0.058116232464929855,0.947945205479452,5.14166355650266
0.0,0.5472974267593997,0.4144616449873837,0.0,0.0,4.007333185232471
0.0,0.5590235864421231,0.7098273900786438,0.0,0.0,5.10594547390058
0.5,0.5979766626429921,0.39977249122114245,0.002004008016032064,0.12328767123287672,4.499809670330265
0.0,0.5506696556877557,0.4432711805727365,0.058116232464929855,1.0,4.04305126783455
0.0,0.5448832174129734,0.41300262129681187,0.018036072144288578,0.0,3.6375861597263857
0.5,0.47425801383380417,0.5867748157673418,0.002004008016032064,0.40821917808219177,5.66988092298052
0.0,0.561303673047064,0.6899698303575832,0.0,0.0,4.330733340286331
0.5,0.4964840681343503,0.5710717641822072,0.012024048096192383,0.7041095890410959,5.298317366548036
0.0,0.5669559885803892,0.4383253375537919,0.0,0.0,4.0943445622221
0.5,0.49359084899697336,0.417033483357244,0.002004008016032064,0.7205479452054795,5.0106352940962555
0.0,0.5957923779962186,0.48140363024877786,0.002004008016032064,0.0,4.248495242049359
0.0,0.7361422467475336,0.4432959097878211,0.0,0.008219178082191782,3.8066624897703196
0.5,0.6026709585943877,0.34724763835995986,0.004008016032064127,0.4575342465753425,4.31748811353631
0.5,0.499262324921915,0.6349225975567663,0.002004008016032064,0.0,5.616771097666572
0.5,0.5459753597363601,0.4132251842326724,0.058116232464929855,0.4986301369863014,4.442651256490317
0.5,0.6095878599758464,0.634675305405807,0.002004008016032064,0.0,4.553876891600541
0.0,0.4652143089804781,0.6126168455413392,0.0,0.9945205479452055,4.859812404361672
0.5,0.4881109769883665,0.5714179731935332,0.002004008016032064,0.016438356164383564,4.605170185988092
0.5,0.6366040121860124,0.30372421979328124,0.002004008016032064,0.9561643835616438,4.762173934797756
0.0,0.46714950853595383,0.6183787526584013,0.004008016032064127,0.31232876712328766,4.867534450455582
0.5,0.6461458872219339,0.461397695237153,0.012024048096192383,0.38904109589041097,5.3471075307174685
0.0,0.5376214289819927,0.2501854691132195,0.004008016032064127,0.0027397260273972603,3.6635616461296463
0.5,0.545362227203924,0.7700677580493505,0.008016032064128256,0.09315068493150686,4.787491742782046
0.0,0.5324481232396465,0.502176170928351,0.010020040080160319,0.049315068493150684,4.248495242049359
0.5,0.48753616523922005,0.6429348632474472,0.058116232464929855,1.0,4.465908118654584
0.5,0.5249564101090414,0.6255007666056684,0.058116232464929855,0.9342465753424658,4.927253685157205
0.0,0.5273897798471125,0.43481378901034873,0.002004008016032064,0.3643835616438356,4.31748811353631
0.0,0.6273112222413886,0.45459716108611303,0.0,0.6575342465753424,4.605170185988092
0.0,0.614761165718221,0.4756664523468146,0.002004008016032064,0.0,3.912023005428146
0.0,0.5252629763752452,0.4523715317275787,0.058116232464929855,0.049315068493150684,4.174387269895637
0.5,0.5180203483359378,0.6024036797072085,0.002004008016032064,0.0,5.521460917862246
0.0,0.4586422946485129,0.5564073396310505,0.002004008016032064,0.0,4.605170185988092
0.0,0.5393075434461991,0.5520549977743769,0.008016032064128256,0.0273972602739726,4.74493212836325
0.0,0.6257209097354064,0.43619862505565266,0.002004008016032064,0.852054794520548,3.5553480614894135
0.0,0.4691613496579805,0.6225579900093976,0.004008016032064127,0.07123287671232877,4.700480365792417
0.5,0.5167557624877759,0.4457441020822017,0.004008016032064127,0.10136986301369863,6.684611727667927
0.0,0.528251997470818,0.5198575597210606,0.002004008016032064,0.0,4.477336814478207
0.0,0.22360177042017426,0.3041693456649881,0.002004008016032064,0.7643835616438356,4.48863636973214
0.0,0.6317372727098416,0.6696918739799287,0.002004008016032064,0.4547945205479452,4.356708826689592
0.0,0.5563794523960155,0.43629754191603354,0.002004008016032064,0.9917808219178083,4.174387269895637
0.0,0.5599049644574734,0.708862950689948,0.002004008016032064,0.10410958904109589,4.248495242049359
0.5,0.4961583414765016,0.3346357386616603,0.012024048096192383,0.0,4.442651256490317
0.5,0.4544270084880395,0.5683762797368956,0.058116232464929855,0.7232876712328767,5.19295685089021
0.0,0.5863654653101094,0.3050595974083876,0.012024048096192383,0.2273972602739726,3.8066624897703196
0.5,0.44762506945642144,0.5075176813887907,0.002004008016032064,0.052054794520547946,5.135798437050262
0.5,0.6950240462915076,0.6435778228399016,0.0,0.0,4.90527477843843
